instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
11367426,44404,NIFTY2581423650CE,NIFTY,0.00,14-08-2025,23650.00,0.05,75,CE,NFO-OPT,NFO
11367682,44405,NIFTY2581423650PE,NIFTY,0.00,14-08-2025,23650.00,0.05,75,PE,NFO-OPT,NFO
11367938,44406,NIFTY2581423700CE,NIFTY,0.00,14-08-2025,23700.00,0.05,75,CE,NFO-OPT,NFO
11368194,44407,NIFTY2581423700PE,NIFTY,0.00,14-08-2025,23700.00,0.05,75,PE,NFO-OPT,NFO
11368450,44408,NIFTY2581423750CE,NIFTY,0.00,14-08-2025,23750.00,0.05,75,CE,NFO-OPT,NFO
11368706,44409,NIFTY2581423750PE,NIFTY,0.00,14-08-2025,23750.00,0.05,75,PE,NFO-OPT,NFO
11368962,44410,NIFTY2581423800CE,NIFTY,0.00,14-08-2025,23800.00,0.05,75,CE,NFO-OPT,NFO
11369218,44411,NIFTY2581423800PE,NIFTY,0.00,14-08-2025,23800.00,0.05,75,PE,NFO-OPT,NFO
11372546,44424,NIFTY2581423850CE,NIFTY,0.00,14-08-2025,23850.00,0.05,75,CE,NFO-OPT,NFO
11372802,44425,NIFTY2581423850PE,NIFTY,0.00,14-08-2025,23850.00,0.05,75,PE,NFO-OPT,NFO
11373058,44426,NIFTY2581423900CE,NIFTY,0.00,14-08-2025,23900.00,0.05,75,CE,NFO-OPT,NFO
11373314,44427,NIFTY2581423900PE,NIFTY,0.00,14-08-2025,23900.00,0.05,75,PE,NFO-OPT,NFO
11375106,44434,NIFTY2581423950CE,NIFTY,0.00,14-08-2025,23950.00,0.05,75,CE,NFO-OPT,NFO
11375362,44435,NIFTY2581423950PE,NIFTY,0.00,14-08-2025,23950.00,0.05,75,PE,NFO-OPT,NFO
11377666,44444,NIFTY2581424000CE,NIFTY,0.00,14-08-2025,24000.00,0.05,75,CE,NFO-OPT,NFO
11377922,44445,NIFTY2581424000PE,NIFTY,0.00,14-08-2025,24000.00,0.05,75,PE,NFO-OPT,NFO
11379202,44450,NIFTY2581424050CE,NIFTY,0.00,14-08-2025,24050.00,0.05,75,CE,NFO-OPT,NFO
11379458,44451,NIFTY2581424050PE,NIFTY,0.00,14-08-2025,24050.00,0.05,75,PE,NFO-OPT,NFO
11380226,44454,NIFTY2581424100CE,NIFTY,0.00,14-08-2025,24100.00,0.05,75,CE,NFO-OPT,NFO
11380482,44455,NIFTY2581424100PE,NIFTY,0.00,14-08-2025,24100.00,0.05,75,PE,NFO-OPT,NFO
11380738,44456,NIFTY2581424150CE,NIFTY,0.00,14-08-2025,24150.00,0.05,75,CE,NFO-OPT,NFO
11380994,44457,NIFTY2581424150PE,NIFTY,0.00,14-08-2025,24150.00,0.05,75,PE,NFO-OPT,NFO
11381250,44458,NIFTY2581424200CE,NIFTY,0.00,14-08-2025,24200.00,0.05,75,CE,NFO-OPT,NFO
11381506,44459,NIFTY2581424200PE,NIFTY,0.00,14-08-2025,24200.00,0.05,75,PE,NFO-OPT,NFO
11381762,44460,NIFTY2581424250CE,NIFTY,0.00,14-08-2025,24250.00,0.05,75,CE,NFO-OPT,NFO
11382018,44461,NIFTY2581424250PE,NIFTY,0.00,14-08-2025,24250.00,0.05,75,PE,NFO-OPT,NFO
11382274,44462,NIFTY2581424300CE,NIFTY,0.00,14-08-2025,24300.00,0.05,75,CE,NFO-OPT,NFO
11382530,44463,NIFTY2581424300PE,NIFTY,0.00,14-08-2025,24300.00,0.05,75,PE,NFO-OPT,NFO
11382786,44464,NIFTY2581424350CE,NIFTY,0.00,14-08-2025,24350.00,0.05,75,CE,NFO-OPT,NFO
11383042,44465,NIFTY2581424350PE,NIFTY,0.00,14-08-2025,24350.00,0.05,75,PE,NFO-OPT,NFO
11383810,44468,NIFTY2581424400CE,NIFTY,0.00,14-08-2025,24400.00,0.05,75,CE,NFO-OPT,NFO
11384066,44469,NIFTY2581424400PE,NIFTY,0.00,14-08-2025,24400.00,0.05,75,PE,NFO-OPT,NFO
11384322,44470,NIFTY2581424450CE,NIFTY,0.00,14-08-2025,24450.00,0.05,75,CE,NFO-OPT,NFO
11384578,44471,NIFTY2581424450PE,NIFTY,0.00,14-08-2025,24450.00,0.05,75,PE,NFO-OPT,NFO
11384834,44472,NIFTY2581424500CE,NIFTY,0.00,14-08-2025,24500.00,0.05,75,CE,NFO-OPT,NFO
11385090,44473,NIFTY2581424500PE,NIFTY,0.00,14-08-2025,24500.00,0.05,75,PE,NFO-OPT,NFO
11389442,44490,NIFTY2581424550CE,NIFTY,0.00,14-08-2025,24550.00,0.05,75,CE,NFO-OPT,NFO
11389698,44491,NIFTY2581424550PE,NIFTY,0.00,14-08-2025,24550.00,0.05,75,PE,NFO-OPT,NFO
11389954,44492,NIFTY2581424600CE,NIFTY,0.00,14-08-2025,24600.00,0.05,75,CE,NFO-OPT,NFO
11390210,44493,NIFTY2581424600PE,NIFTY,0.00,14-08-2025,24600.00,0.05,75,PE,NFO-OPT,NFO
11390978,44496,NIFTY2581424650CE,NIFTY,0.00,14-08-2025,24650.00,0.05,75,CE,NFO-OPT,NFO
11391234,44497,NIFTY2581424650PE,NIFTY,0.00,14-08-2025,24650.00,0.05,75,PE,NFO-OPT,NFO
11391490,44498,NIFTY2581424700CE,NIFTY,0.00,14-08-2025,24700.00,0.05,75,CE,NFO-OPT,NFO
11391746,44499,NIFTY2581424700PE,NIFTY,0.00,14-08-2025,24700.00,0.05,75,PE,NFO-OPT,NFO
11392002,44500,NIFTY2581424750CE,NIFTY,0.00,14-08-2025,24750.00,0.05,75,CE,NFO-OPT,NFO
11392258,44501,NIFTY2581424750PE,NIFTY,0.00,14-08-2025,24750.00,0.05,75,PE,NFO-OPT,NFO
11393026,44504,NIFTY2581424800CE,NIFTY,0.00,14-08-2025,24800.00,0.05,75,CE,NFO-OPT,NFO
11393282,44505,NIFTY2581424800PE,NIFTY,0.00,14-08-2025,24800.00,0.05,75,PE,NFO-OPT,NFO
11393538,44506,NIFTY2581424850CE,NIFTY,0.00,14-08-2025,24850.00,0.05,75,CE,NFO-OPT,NFO
11393794,44507,NIFTY2581424850PE,NIFTY,0.00,14-08-2025,24850.00,0.05,75,PE,NFO-OPT,NFO
11394050,44508,NIFTY2581424900CE,NIFTY,0.00,14-08-2025,24900.00,0.05,75,CE,NFO-OPT,NFO
11394306,44509,NIFTY2581424900PE,NIFTY,0.00,14-08-2025,24900.00,0.05,75,PE,NFO-OPT,NFO
11394562,44510,NIFTY2581424950CE,NIFTY,0.00,14-08-2025,24950.00,0.05,75,CE,NFO-OPT,NFO
11394818,44511,NIFTY2581424950PE,NIFTY,0.00,14-08-2025,24950.00,0.05,75,PE,NFO-OPT,NFO
11395074,44512,NIFTY2581425000CE,NIFTY,0.00,14-08-2025,25000.00,0.05,75,CE,NFO-OPT,NFO
11395330,44513,NIFTY2581425000PE,NIFTY,0.00,14-08-2025,25000.00,0.05,75,PE,NFO-OPT,NFO
11395586,44514,NIFTY2581425050CE,NIFTY,0.00,14-08-2025,25050.00,0.05,75,CE,NFO-OPT,NFO
11395842,44515,NIFTY2581425050PE,NIFTY,0.00,14-08-2025,25050.00,0.05,75,PE,NFO-OPT,NFO
11396610,44518,NIFTY2581425100CE,NIFTY,0.00,14-08-2025,25100.00,0.05,75,CE,NFO-OPT,NFO
11396866,44519,NIFTY2581425100PE,NIFTY,0.00,14-08-2025,25100.00,0.05,75,PE,NFO-OPT,NFO
11397634,44522,NIFTY2581425150CE,NIFTY,0.00,14-08-2025,25150.00,0.05,75,CE,NFO-OPT,NFO
11397890,44523,NIFTY2581425150PE,NIFTY,0.00,14-08-2025,25150.00,0.05,75,PE,NFO-OPT,NFO
11399170,44528,NIFTY2581425200CE,NIFTY,0.00,14-08-2025,25200.00,0.05,75,CE,NFO-OPT,NFO
11399426,44529,NIFTY2581425200PE,NIFTY,0.00,14-08-2025,25200.00,0.05,75,PE,NFO-OPT,NFO
11399682,44530,NIFTY2581425250CE,NIFTY,0.00,14-08-2025,25250.00,0.05,75,CE,NFO-OPT,NFO
11399938,44531,NIFTY2581425250PE,NIFTY,0.00,14-08-2025,25250.00,0.05,75,PE,NFO-OPT,NFO
11401218,44536,NIFTY2581425300CE,NIFTY,0.00,14-08-2025,25300.00,0.05,75,CE,NFO-OPT,NFO
11401474,44537,NIFTY2581425300PE,NIFTY,0.00,14-08-2025,25300.00,0.05,75,PE,NFO-OPT,NFO
11401730,44538,NIFTY2581425350CE,NIFTY,0.00,14-08-2025,25350.00,0.05,75,CE,NFO-OPT,NFO
11401986,44539,NIFTY2581425350PE,NIFTY,0.00,14-08-2025,25350.00,0.05,75,PE,NFO-OPT,NFO
11402242,44540,NIFTY2581425400CE,NIFTY,0.00,14-08-2025,25400.00,0.05,75,CE,NFO-OPT,NFO
11402498,44541,NIFTY2581425400PE,NIFTY,0.00,14-08-2025,25400.00,0.05,75,PE,NFO-OPT,NFO
11404802,44550,NIFTY2581425450CE,NIFTY,0.00,14-08-2025,25450.00,0.05,75,CE,NFO-OPT,NFO
11405058,44551,NIFTY2581425450PE,NIFTY,0.00,14-08-2025,25450.00,0.05,75,PE,NFO-OPT,NFO
11405314,44552,NIFTY2581425500CE,NIFTY,0.00,14-08-2025,25500.00,0.05,75,CE,NFO-OPT,NFO
11405570,44553,NIFTY2581425500PE,NIFTY,0.00,14-08-2025,25500.00,0.05,75,PE,NFO-OPT,NFO
11405826,44554,NIFTY2581425550CE,NIFTY,0.00,14-08-2025,25550.00,0.05,75,CE,NFO-OPT,NFO
11406082,44555,NIFTY2581425550PE,NIFTY,0.00,14-08-2025,25550.00,0.05,75,PE,NFO-OPT,NFO
11406338,44556,NIFTY2581425600CE,NIFTY,0.00,14-08-2025,25600.00,0.05,75,CE,NFO-OPT,NFO
11406594,44557,NIFTY2581425600PE,NIFTY,0.00,14-08-2025,25600.00,0.05,75,PE,NFO-OPT,NFO
11406850,44558,NIFTY2581425650CE,NIFTY,0.00,14-08-2025,25650.00,0.05,75,CE,NFO-OPT,NFO
11407106,44559,NIFTY2581425650PE,NIFTY,0.00,14-08-2025,25650.00,0.05,75,PE,NFO-OPT,NFO
11407362,44560,NIFTY2581425700CE,NIFTY,0.00,14-08-2025,25700.00,0.05,75,CE,NFO-OPT,NFO
11407618,44561,NIFTY2581425700PE,NIFTY,0.00,14-08-2025,25700.00,0.05,75,PE,NFO-OPT,NFO
11407874,44562,NIFTY2581425750CE,NIFTY,0.00,14-08-2025,25750.00,0.05,75,CE,NFO-OPT,NFO
11408130,44563,NIFTY2581425750PE,NIFTY,0.00,14-08-2025,25750.00,0.05,75,PE,NFO-OPT,NFO
11408386,44564,NIFTY2581425800CE,NIFTY,0.00,14-08-2025,25800.00,0.05,75,CE,NFO-OPT,NFO
11408642,44565,NIFTY2581425800PE,NIFTY,0.00,14-08-2025,25800.00,0.05,75,PE,NFO-OPT,NFO
11408898,44566,NIFTY2581425850CE,NIFTY,0.00,14-08-2025,25850.00,0.05,75,CE,NFO-OPT,NFO
11409154,44567,NIFTY2581425850PE,NIFTY,0.00,14-08-2025,25850.00,0.05,75,PE,NFO-OPT,NFO
11409410,44568,NIFTY2581425900CE,NIFTY,0.00,14-08-2025,25900.00,0.05,75,CE,NFO-OPT,NFO
11409666,44569,NIFTY2581425900PE,NIFTY,0.00,14-08-2025,25900.00,0.05,75,PE,NFO-OPT,NFO
11409922,44570,NIFTY2581425950CE,NIFTY,0.00,14-08-2025,25950.00,0.05,75,CE,NFO-OPT,NFO
11410178,44571,NIFTY2581425950PE,NIFTY,0.00,14-08-2025,25950.00,0.05,75,PE,NFO-OPT,NFO
11410434,44572,NIFTY2581426000CE,NIFTY,0.00,14-08-2025,26000.00,0.05,75,CE,NFO-OPT,NFO
11410690,44573,NIFTY2581426000PE,NIFTY,0.00,14-08-2025,26000.00,0.05,75,PE,NFO-OPT,NFO
11411458,44576,NIFTY2581426050CE,NIFTY,0.00,14-08-2025,26050.00,0.05,75,CE,NFO-OPT,NFO
11411714,44577,NIFTY2581426050PE,NIFTY,0.00,14-08-2025,26050.00,0.05,75,PE,NFO-OPT,NFO
11411970,44578,NIFTY2581426100CE,NIFTY,0.00,14-08-2025,26100.00,0.05,75,CE,NFO-OPT,NFO
11412226,44579,NIFTY2581426100PE,NIFTY,0.00,14-08-2025,26100.00,0.05,75,PE,NFO-OPT,NFO
11413506,44584,NIFTY2581426150CE,NIFTY,0.00,14-08-2025,26150.00,0.05,75,CE,NFO-OPT,NFO
11413762,44585,NIFTY2581426150PE,NIFTY,0.00,14-08-2025,26150.00,0.05,75,PE,NFO-OPT,NFO
11414018,44586,NIFTY2581426200CE,NIFTY,0.00,14-08-2025,26200.00,0.05,75,CE,NFO-OPT,NFO
11414274,44587,NIFTY2581426200PE,NIFTY,0.00,14-08-2025,26200.00,0.05,75,PE,NFO-OPT,NFO
11415042,44590,NIFTY2581426250CE,NIFTY,0.00,14-08-2025,26250.00,0.05,75,CE,NFO-OPT,NFO
11415298,44591,NIFTY2581426250PE,NIFTY,0.00,14-08-2025,26250.00,0.05,75,PE,NFO-OPT,NFO
11415554,44592,NIFTY2581426300CE,NIFTY,0.00,14-08-2025,26300.00,0.05,75,CE,NFO-OPT,NFO
11415810,44593,NIFTY2581426300PE,NIFTY,0.00,14-08-2025,26300.00,0.05,75,PE,NFO-OPT,NFO
11416066,44594,NIFTY2581426350CE,NIFTY,0.00,14-08-2025,26350.00,0.05,75,CE,NFO-OPT,NFO
11416322,44595,NIFTY2581426350PE,NIFTY,0.00,14-08-2025,26350.00,0.05,75,PE,NFO-OPT,NFO
11416578,44596,NIFTY2581426400CE,NIFTY,0.00,14-08-2025,26400.00,0.05,75,CE,NFO-OPT,NFO
11416834,44597,NIFTY2581426400PE,NIFTY,0.00,14-08-2025,26400.00,0.05,75,PE,NFO-OPT,NFO
11417602,44600,NIFTY2581426450CE,NIFTY,0.00,14-08-2025,26450.00,0.05,75,CE,NFO-OPT,NFO
11417858,44601,NIFTY2581426450PE,NIFTY,0.00,14-08-2025,26450.00,0.05,75,PE,NFO-OPT,NFO
11419394,44607,NIFTY2581426500CE,NIFTY,0.00,14-08-2025,26500.00,0.05,75,CE,NFO-OPT,NFO
11419650,44608,NIFTY2581426500PE,NIFTY,0.00,14-08-2025,26500.00,0.05,75,PE,NFO-OPT,NFO
11419906,44609,NIFTY2581426550CE,NIFTY,0.00,14-08-2025,26550.00,0.05,75,CE,NFO-OPT,NFO
11420162,44610,NIFTY2581426550PE,NIFTY,0.00,14-08-2025,26550.00,0.05,75,PE,NFO-OPT,NFO
11420418,44611,NIFTY2581426600CE,NIFTY,0.00,14-08-2025,26600.00,0.05,75,CE,NFO-OPT,NFO
11420674,44612,NIFTY2581426600PE,NIFTY,0.00,14-08-2025,26600.00,0.05,75,PE,NFO-OPT,NFO
11421442,44615,NIFTY2581426650CE,NIFTY,0.00,14-08-2025,26650.00,0.05,75,CE,NFO-OPT,NFO
11421698,44616,NIFTY2581426650PE,NIFTY,0.00,14-08-2025,26650.00,0.05,75,PE,NFO-OPT,NFO
11421954,44617,NIFTY2581426700CE,NIFTY,0.00,14-08-2025,26700.00,0.05,75,CE,NFO-OPT,NFO
11422210,44618,NIFTY2581426700PE,NIFTY,0.00,14-08-2025,26700.00,0.05,75,PE,NFO-OPT,NFO
11422466,44619,NIFTY2581426750CE,NIFTY,0.00,14-08-2025,26750.00,0.05,75,CE,NFO-OPT,NFO
11422722,44620,NIFTY2581426750PE,NIFTY,0.00,14-08-2025,26750.00,0.05,75,PE,NFO-OPT,NFO
11422978,44621,NIFTY2581426800CE,NIFTY,0.00,14-08-2025,26800.00,0.05,75,CE,NFO-OPT,NFO
11423234,44622,NIFTY2581426800PE,NIFTY,0.00,14-08-2025,26800.00,0.05,75,PE,NFO-OPT,NFO
11423490,44623,NIFTY2581426850CE,NIFTY,0.00,14-08-2025,26850.00,0.05,75,CE,NFO-OPT,NFO
11423746,44624,NIFTY2581426850PE,NIFTY,0.00,14-08-2025,26850.00,0.05,75,PE,NFO-OPT,NFO
11424514,44627,NIFTY2581426900CE,NIFTY,0.00,14-08-2025,26900.00,0.05,75,CE,NFO-OPT,NFO
11424770,44628,NIFTY2581426900PE,NIFTY,0.00,14-08-2025,26900.00,0.05,75,PE,NFO-OPT,NFO
11425026,44629,NIFTY2581426950CE,NIFTY,0.00,14-08-2025,26950.00,0.05,75,CE,NFO-OPT,NFO
11425282,44630,NIFTY2581426950PE,NIFTY,0.00,14-08-2025,26950.00,0.05,75,PE,NFO-OPT,NFO
11426050,44633,NIFTY2581427000CE,NIFTY,0.00,14-08-2025,27000.00,0.05,75,CE,NFO-OPT,NFO
11426306,44634,NIFTY2581427000PE,NIFTY,0.00,14-08-2025,27000.00,0.05,75,PE,NFO-OPT,NFO
11426562,44635,NIFTY2581427050CE,NIFTY,0.00,14-08-2025,27050.00,0.05,75,CE,NFO-OPT,NFO
11426818,44636,NIFTY2581427050PE,NIFTY,0.00,14-08-2025,27050.00,0.05,75,PE,NFO-OPT,NFO
11428610,44643,NIFTY2581427100CE,NIFTY,0.00,14-08-2025,27100.00,0.05,75,CE,NFO-OPT,NFO
11428866,44644,NIFTY2581427100PE,NIFTY,0.00,14-08-2025,27100.00,0.05,75,PE,NFO-OPT,NFO
11743490,45873,NIFTY25DEC17000CE,NIFTY,0.00,24-12-2025,17000.00,0.05,75,CE,NFO-OPT,NFO
11743746,45874,NIFTY25DEC17000PE,NIFTY,0.00,24-12-2025,17000.00,0.05,75,PE,NFO-OPT,NFO
12062466,47119,NIFTY2571722950CE,NIFTY,0.00,17-07-2025,22950.00,0.05,75,CE,NFO-OPT,NFO
12062722,47120,NIFTY2571722950PE,NIFTY,0.00,17-07-2025,22950.00,0.05,75,PE,NFO-OPT,NFO
12063234,47122,NIFTY2571723000CE,NIFTY,0.00,17-07-2025,23000.00,0.05,75,CE,NFO-OPT,NFO
12063490,47123,NIFTY2571723000PE,NIFTY,0.00,17-07-2025,23000.00,0.05,75,PE,NFO-OPT,NFO
12064514,47127,NIFTY2571723050CE,NIFTY,0.00,17-07-2025,23050.00,0.05,75,CE,NFO-OPT,NFO
12064770,47128,NIFTY2571723050PE,NIFTY,0.00,17-07-2025,23050.00,0.05,75,PE,NFO-OPT,NFO
12065026,47129,NIFTY2571723100CE,NIFTY,0.00,17-07-2025,23100.00,0.05,75,CE,NFO-OPT,NFO
12065538,47131,NIFTY2571723100PE,NIFTY,0.00,17-07-2025,23100.00,0.05,75,PE,NFO-OPT,NFO
12065794,47132,NIFTY2571723150CE,NIFTY,0.00,17-07-2025,23150.00,0.05,75,CE,NFO-OPT,NFO
12066050,47133,NIFTY2571723150PE,NIFTY,0.00,17-07-2025,23150.00,0.05,75,PE,NFO-OPT,NFO
12066306,47134,NIFTY2571723200CE,NIFTY,0.00,17-07-2025,23200.00,0.05,75,CE,NFO-OPT,NFO
12067330,47138,NIFTY2571723200PE,NIFTY,0.00,17-07-2025,23200.00,0.05,75,PE,NFO-OPT,NFO
12067586,47139,NIFTY2571723250CE,NIFTY,0.00,17-07-2025,23250.00,0.05,75,CE,NFO-OPT,NFO
12068098,47141,NIFTY2571723250PE,NIFTY,0.00,17-07-2025,23250.00,0.05,75,PE,NFO-OPT,NFO
12068354,47142,NIFTY2571723300CE,NIFTY,0.00,17-07-2025,23300.00,0.05,75,CE,NFO-OPT,NFO
12068610,47143,NIFTY2571723300PE,NIFTY,0.00,17-07-2025,23300.00,0.05,75,PE,NFO-OPT,NFO
12068866,47144,NIFTY2571723350CE,NIFTY,0.00,17-07-2025,23350.00,0.05,75,CE,NFO-OPT,NFO
12069378,47146,NIFTY2571723350PE,NIFTY,0.00,17-07-2025,23350.00,0.05,75,PE,NFO-OPT,NFO
12069634,47147,NIFTY2571723400CE,NIFTY,0.00,17-07-2025,23400.00,0.05,75,CE,NFO-OPT,NFO
12070658,47151,NIFTY2571723400PE,NIFTY,0.00,17-07-2025,23400.00,0.05,75,PE,NFO-OPT,NFO
12070914,47152,NIFTY2571723450CE,NIFTY,0.00,17-07-2025,23450.00,0.05,75,CE,NFO-OPT,NFO
12071426,47154,NIFTY2571723450PE,NIFTY,0.00,17-07-2025,23450.00,0.05,75,PE,NFO-OPT,NFO
12071682,47155,NIFTY2571723500CE,NIFTY,0.00,17-07-2025,23500.00,0.05,75,CE,NFO-OPT,NFO
12071938,47156,NIFTY2571723500PE,NIFTY,0.00,17-07-2025,23500.00,0.05,75,PE,NFO-OPT,NFO
12072194,47157,NIFTY2571723550CE,NIFTY,0.00,17-07-2025,23550.00,0.05,75,CE,NFO-OPT,NFO
12072450,47158,NIFTY2571723550PE,NIFTY,0.00,17-07-2025,23550.00,0.05,75,PE,NFO-OPT,NFO
12072706,47159,NIFTY2571723600CE,NIFTY,0.00,17-07-2025,23600.00,0.05,75,CE,NFO-OPT,NFO
12072962,47160,NIFTY2571723600PE,NIFTY,0.00,17-07-2025,23600.00,0.05,75,PE,NFO-OPT,NFO
12073730,47163,NIFTY2571723650CE,NIFTY,0.00,17-07-2025,23650.00,0.05,75,CE,NFO-OPT,NFO
12075266,47169,NIFTY2571723650PE,NIFTY,0.00,17-07-2025,23650.00,0.05,75,PE,NFO-OPT,NFO
12075522,47170,NIFTY2571723700CE,NIFTY,0.00,17-07-2025,23700.00,0.05,75,CE,NFO-OPT,NFO
12076034,47172,NIFTY2571723700PE,NIFTY,0.00,17-07-2025,23700.00,0.05,75,PE,NFO-OPT,NFO
12076290,47173,NIFTY2571723750CE,NIFTY,0.00,17-07-2025,23750.00,0.05,75,CE,NFO-OPT,NFO
12076546,47174,NIFTY2571723750PE,NIFTY,0.00,17-07-2025,23750.00,0.05,75,PE,NFO-OPT,NFO
12077314,47177,NIFTY2571723800CE,NIFTY,0.00,17-07-2025,23800.00,0.05,75,CE,NFO-OPT,NFO
12078082,47180,NIFTY2571723800PE,NIFTY,0.00,17-07-2025,23800.00,0.05,75,PE,NFO-OPT,NFO
12079362,47185,NIFTY2571723850CE,NIFTY,0.00,17-07-2025,23850.00,0.05,75,CE,NFO-OPT,NFO
12079618,47186,NIFTY2571723850PE,NIFTY,0.00,17-07-2025,23850.00,0.05,75,PE,NFO-OPT,NFO
12079874,47187,NIFTY2571723900CE,NIFTY,0.00,17-07-2025,23900.00,0.05,75,CE,NFO-OPT,NFO
12083202,47200,NIFTY2571723900PE,NIFTY,0.00,17-07-2025,23900.00,0.05,75,PE,NFO-OPT,NFO
12083458,47201,NIFTY2571723950CE,NIFTY,0.00,17-07-2025,23950.00,0.05,75,CE,NFO-OPT,NFO
12083714,47202,NIFTY2571723950PE,NIFTY,0.00,17-07-2025,23950.00,0.05,75,PE,NFO-OPT,NFO
12083970,47203,NIFTY2571724000CE,NIFTY,0.00,17-07-2025,24000.00,0.05,75,CE,NFO-OPT,NFO
12084226,47204,NIFTY2571724000PE,NIFTY,0.00,17-07-2025,24000.00,0.05,75,PE,NFO-OPT,NFO
12086018,47211,NIFTY2571724050CE,NIFTY,0.00,17-07-2025,24050.00,0.05,75,CE,NFO-OPT,NFO
12086530,47213,NIFTY2571724050PE,NIFTY,0.00,17-07-2025,24050.00,0.05,75,PE,NFO-OPT,NFO
12086786,47214,NIFTY2571724100CE,NIFTY,0.00,17-07-2025,24100.00,0.05,75,CE,NFO-OPT,NFO
12088066,47219,NIFTY2571724100PE,NIFTY,0.00,17-07-2025,24100.00,0.05,75,PE,NFO-OPT,NFO
12088322,47220,NIFTY2571724150CE,NIFTY,0.00,17-07-2025,24150.00,0.05,75,CE,NFO-OPT,NFO
12089858,47226,NIFTY2571724150PE,NIFTY,0.00,17-07-2025,24150.00,0.05,75,PE,NFO-OPT,NFO
12090114,47227,NIFTY2571724200CE,NIFTY,0.00,17-07-2025,24200.00,0.05,75,CE,NFO-OPT,NFO
12090370,47228,NIFTY2571724200PE,NIFTY,0.00,17-07-2025,24200.00,0.05,75,PE,NFO-OPT,NFO
12090626,47229,NIFTY2571724250CE,NIFTY,0.00,17-07-2025,24250.00,0.05,75,CE,NFO-OPT,NFO
12090882,47230,NIFTY2571724250PE,NIFTY,0.00,17-07-2025,24250.00,0.05,75,PE,NFO-OPT,NFO
12091650,47233,NIFTY2571724300CE,NIFTY,0.00,17-07-2025,24300.00,0.05,75,CE,NFO-OPT,NFO
12091906,47234,NIFTY2571724300PE,NIFTY,0.00,17-07-2025,24300.00,0.05,75,PE,NFO-OPT,NFO
12092162,47235,NIFTY2571724350CE,NIFTY,0.00,17-07-2025,24350.00,0.05,75,CE,NFO-OPT,NFO
12092418,47236,NIFTY2571724350PE,NIFTY,0.00,17-07-2025,24350.00,0.05,75,PE,NFO-OPT,NFO
12092674,47237,NIFTY2571724400CE,NIFTY,0.00,17-07-2025,24400.00,0.05,75,CE,NFO-OPT,NFO
12092930,47238,NIFTY2571724400PE,NIFTY,0.00,17-07-2025,24400.00,0.05,75,PE,NFO-OPT,NFO
12093186,47239,NIFTY2571724450CE,NIFTY,0.00,17-07-2025,24450.00,0.05,75,CE,NFO-OPT,NFO
12093954,47242,NIFTY2571724450PE,NIFTY,0.00,17-07-2025,24450.00,0.05,75,PE,NFO-OPT,NFO
12094210,47243,NIFTY2571724500CE,NIFTY,0.00,17-07-2025,24500.00,0.05,75,CE,NFO-OPT,NFO
12094466,47244,NIFTY2571724500PE,NIFTY,0.00,17-07-2025,24500.00,0.05,75,PE,NFO-OPT,NFO
12094722,47245,NIFTY2571724550CE,NIFTY,0.00,17-07-2025,24550.00,0.05,75,CE,NFO-OPT,NFO
12094978,47246,NIFTY2571724550PE,NIFTY,0.00,17-07-2025,24550.00,0.05,75,PE,NFO-OPT,NFO
12095234,47247,NIFTY2571724600CE,NIFTY,0.00,17-07-2025,24600.00,0.05,75,CE,NFO-OPT,NFO
12098050,47258,NIFTY2571724600PE,NIFTY,0.00,17-07-2025,24600.00,0.05,75,PE,NFO-OPT,NFO
12098306,47259,NIFTY2571724650CE,NIFTY,0.00,17-07-2025,24650.00,0.05,75,CE,NFO-OPT,NFO
12098562,47260,NIFTY2571724650PE,NIFTY,0.00,17-07-2025,24650.00,0.05,75,PE,NFO-OPT,NFO
12098818,47261,NIFTY2571724700CE,NIFTY,0.00,17-07-2025,24700.00,0.05,75,CE,NFO-OPT,NFO
12099074,47262,NIFTY2571724700PE,NIFTY,0.00,17-07-2025,24700.00,0.05,75,PE,NFO-OPT,NFO
12099330,47263,NIFTY2571724750CE,NIFTY,0.00,17-07-2025,24750.00,0.05,75,CE,NFO-OPT,NFO
12099586,47264,NIFTY2571724750PE,NIFTY,0.00,17-07-2025,24750.00,0.05,75,PE,NFO-OPT,NFO
12099842,47265,NIFTY2571724800CE,NIFTY,0.00,17-07-2025,24800.00,0.05,75,CE,NFO-OPT,NFO
12100098,47266,NIFTY2571724800PE,NIFTY,0.00,17-07-2025,24800.00,0.05,75,PE,NFO-OPT,NFO
12100354,47267,NIFTY2571724850CE,NIFTY,0.00,17-07-2025,24850.00,0.05,75,CE,NFO-OPT,NFO
12100610,47268,NIFTY2571724850PE,NIFTY,0.00,17-07-2025,24850.00,0.05,75,PE,NFO-OPT,NFO
12100866,47269,NIFTY2571724900CE,NIFTY,0.00,17-07-2025,24900.00,0.05,75,CE,NFO-OPT,NFO
12101122,47270,NIFTY2571724900PE,NIFTY,0.00,17-07-2025,24900.00,0.05,75,PE,NFO-OPT,NFO
12101890,47273,NIFTY2571724950CE,NIFTY,0.00,17-07-2025,24950.00,0.05,75,CE,NFO-OPT,NFO
12102146,47274,NIFTY2571724950PE,NIFTY,0.00,17-07-2025,24950.00,0.05,75,PE,NFO-OPT,NFO
